Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
16;1103636;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.3;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;142;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103656;Поступление зарплаты на счет;Покупка автомобиля;1;0.12;женский;0;0;высшее;менеджер среднего звена;>250;0;21;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103676;2НДФЛ;Покупка недвижимости/ строительство;0;0.46;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103696;Поступление зарплаты на счет;Покупка автомобиля;1;0.53;мужской;1;0;высшее;торговый представитель;>250;1;79;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103716;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.13;женский;2;0;второе высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103736;2НДФЛ;Ремонт;0;0.52;мужской;0;0;высшее;менеджер среднего звена;>250;0;38;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103756;Свободная форма с печатью работодателя;Ремонт;1;0.25;мужской;1;0;среднее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103776;Поступление зарплаты на счет;Ремонт;1;0.35;женский;1;0;высшее;специалист;>250;0;175;36;Торговля;ОАО;женат / замужем;0;0;0;0;0;0.1369863014;0;1;0;0;0.2;1;4;63;5;0;3;4;67;1;0;0;0;0;0;0
16;1103796;Свободная форма с печатью работодателя;Ремонт;1;0.49;мужской;1;0;высшее;менеджер высшего звена;< 50;0;78;36;Информационные технологии;ООО;женат / замужем;7;3;2;1;1;0.20657277;1;1;1;0;0.2777777778;5;13;507;18;3;2;2;88;1;1;1;1;0;0;0
16;1103816;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;20;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103836;Поступление зарплаты на счет;Ремонт;0;0.31;женский;0;0;высшее;менеджер среднего звена;>250;0;78;35;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0609756098;0;0;0;0;0.4;2;3;231;5;0;1;48;96;1;0;0;0;0;0;0
16;1103856;Поступление зарплаты на счет;Лечение;1;0.19;мужской;0;0;среднее-специальное;специалист;>250;0;198;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103876;2НДФЛ;Ремонт;1;0.24;мужской;0;0;высшее;менеджер среднего звена;>250;0;18;30;Торговля;ООО;женат / замужем;4;4;4;4;4;;;;;;;;;;;;;;;;;;;;;
16;1103896;2НДФЛ;Ремонт;1;0.46;мужской;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103916;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;1;0;высшее;специалист;>250;0;111;36;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103936;Свободная форма с печатью работодателя;Ремонт;1;0.53;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;71;31;Торговля;ООО;женат / замужем;4;2;2;2;2;0;0;1;1;0;0.6666666667;4;2;45;6;0;0;2;38;0;0;0;0;0;0;0
16;1103956;Свободная форма с печатью работодателя;Ремонт;0;0.11;женский;0;0;высшее;вспомогательный персонал;>250;0;10;28;Другое;ООО;холост / не замужем;3;2;2;2;2;0;0;1;0;0;0.3333333333;2;4;37;6;0;0;4;67;0;0;0;0;0;0;0
16;1103976;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;женский;1;0;среднее-специальное;специалист;>250;0;7;35;Торговля;ООО;женат / замужем;3;3;1;1;0;0;0;1;0;0;1;1;0;1;1;0;0;3;3;0;0;0;0;0;0;0
16;1103996;Форма банка (без печати работодателя);Покупка автомобиля;1;0.24;мужской;1;0;высшее;специалист;>250;0;134;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104016;Форма банка (без печати работодателя);Ремонт;0;0.48;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104036;Поступление зарплаты на счет;Ремонт;1;0.58;мужской;0;0;высшее;рабочий;>250;0;50;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104056;Поступление зарплаты на счет;Другое;1;0.32;женский;0;0;высшее;менеджер среднего звена;>250;0;45;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104076;Форма банка (без печати работодателя);Ремонт;1;0.43;мужской;0;0;высшее;специалист;>250;0;151;44;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104096;Форма банка (без печати работодателя);Покупка автомобиля;1;0.26;женский;0;0;высшее;вспомогательный персонал;>250;0;11;24;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0294117647;0;0;0;0;0.25;1;3;33;4;0;0;8;27;1;0;0;0;0;0;0
16;1104116;2НДФЛ;Покупка автомобиля;1;0.32;женский;1;0;высшее;специалист;>250;0;40;40;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104136;Форма банка (без печати работодателя);Отпуск;0;0.26;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;141;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104156;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.41;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0;110;45;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104176;;Ремонт;0;;женский;0;0;второе высшее;другое;;1;99;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104196;2НДФЛ;Ремонт;1;0.44;женский;0;0;высшее;специалист;>250;0;83;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104216;Поступление зарплаты на счет;Покупка автомобиля;0;0.19;мужской;0;0;высшее;специалист;>250;1;38;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104236;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;среднее-специальное;рабочий;>250;1;63;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104256;2НДФЛ;Покупка автомобиля;1;0.34;женский;0;0;среднее-специальное;рабочий;< 50;3;7;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104276;Поступление зарплаты на счет;Ремонт;1;0.28;мужской;0;0;высшее;специалист;>250;0;32;29;Информационные технологии;ООО;холост / не замужем;1;1;1;0;0;0.0862068966;0;0;0;0;0.3333333333;2;4;106;6;0;2;19;76;1;0;0;0;0;0;0
16;1104296;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;женский;0;0;высшее;менеджер среднего звена;>250;0;61;47;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104316;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;мужской;2;0;среднее-специальное;рабочий;>250;0;241;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104336;Форма банка (без печати работодателя);Ремонт;0;0.13;мужской;0;0;среднее;специалист;>250;0;68;44;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;57;2;0;2;45;45;0;0;0;0;0;0;0
16;1104356;Форма банка (без печати работодателя);Ремонт;0;0.39;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;91;47;Торговля;ЗАО;разведен / разведена;1;1;1;1;1;0.0449438202;1;0;0;0;0;0;2;85;2;0;1;71;81;1;0;0;0;0;0;0
16;1104376;Поступление зарплаты на счет;Ремонт;1;0.32;женский;1;0;незаконченное высшее;специалист;>250;0;26;32;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;15;2;0;1;18;18;0;0;0;0;0;0;0
16;1104396;Форма банка (без печати работодателя);Покупка автомобиля;0;0.14;мужской;1;0;высшее;менеджер по продажам;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104416;Поступление зарплаты на счет;Покупка автомобиля;0;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;59;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104436;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.46;мужской;1;0;второе высшее;менеджер среднего звена;>250;1;34;26;Другое;ООО;женат / замужем;3;2;1;1;1;0.038961039;0;2;2;1;0.5714285714;4;3;74;7;3;0;1;53;1;0;0;0;0;0;0
16;1104456;Поступление зарплаты на счет;Ремонт;0;0.17;женский;2;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104476;Форма банка (без печати работодателя);Ремонт;0;0.17;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;130;52;Другое;ОАО;холост / не замужем;1;1;0;0;0;0.0338983051;0;0;0;0;0.5;2;2;57;4;1;0;26;110;1;0;0;0;0;0;0
16;1104496;Поступление зарплаты на счет;Покупка автомобиля;0;0.14;женский;0;0;высшее;специалист;>250;0;14;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104516;Поступление зарплаты на счет;Покупка автомобиля;0;0.54;мужской;1;0;высшее;специалист;>250;0;10;29;Другое;ООО;женат / замужем;0;0;0;0;0;0.0743243243;1;0;0;0;0.4285714286;3;4;137;7;1;1;28;82;1;0;0;0;0;0;0
16;1104536;Форма банка (без печати работодателя);Ремонт;1;0.46;женский;0;0;высшее;менеджер высшего звена;< 50;0;19;34;Торговля;ООО;холост / не замужем;3;1;0;0;0;0.0113636364;1;4;1;0;0.3333333333;6;9;261;15;3;1;2;88;1;0;0;0;0;0;0
16;1104556;Форма банка (без печати работодателя);Ремонт;1;0.38;мужской;0;0;среднее-специальное;специалист;>250;0;76;41;Другое;ЗАО;холост / не замужем;1;1;1;0;0;0.328;0;1;0;0;0.2222222222;2;7;84;9;1;0;4;92;1;1;0;0;0;0;0
16;1104576;Поступление зарплаты на счет;Ремонт;0;0.2;мужской;2;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104596;;Покупка автомобиля;0;;женский;2;0;Высшее/Второе высшее/Ученая степень;;;0;104;40;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1104616;Поступление зарплаты на счет;Покупка автомобиля;0;0.46;мужской;2;0;среднее-специальное;специалист;>250;1;199;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
